course_run_key,reporting_type,announcement
course-v1:Microsoft+DEV202.2x+2015_T4,mooc,4/27/15
course-v1:Microsoft+DEV202.3x+2015_T4,mooc,4/27/15
course-v1:Microsoft+DEV202x+2015_T2,mooc,3/10/15
course-v1:Microsoft+DEV203x+1T2017,mooc,1/17/17
course-v1:Microsoft+DEV203x+2015_T2,mooc,3/10/15
course-v1:Microsoft+DEV203x+2015_T4,mooc,5/22/15
course-v1:Microsoft+DEV204x+1T2016,mooc,9/29/15
course-v1:Microsoft+DEV204x+1T2017,mooc,1/27/17
course-v1:Microsoft+DEV204x+2015_T2,mooc,3/10/15
course-v1:Microsoft+DEV204x+2015_T4,mooc,5/22/15
course-v1:Microsoft+DEV204x+2T2016,mooc,3/10/16
course-v1:Microsoft+DEV205Bx+2T2016,mooc,5/18/16
course-v1:Microsoft+DEV205Bx+3T2016,mooc,9/30/16
course-v1:Microsoft+DEV205x+2T2016,mooc,2/26/16
course-v1:Microsoft+DEV205x+3T2015,mooc,9/21/15
course-v1:Microsoft+DEV206.1x+3T2015,mooc,8/4/15
course-v1:Microsoft+DEV206.2x+1T2016,mooc,2/26/16
course-v1:Microsoft+DEV206.2x+3T2015,mooc,9/30/15
course-v1:Microsoft+DEV207.1x+1T2016,mooc,8/31/15
course-v1:Microsoft+DEV208x+1T2016,mooc,12/4/15
course-v1:Microsoft+DEV208x+2T2016,mooc,2/26/16
course-v1:Microsoft+DEV208x+3T2015,mooc,8/13/15
course-v1:Microsoft+DEV209.1x+1T2017,mooc,6/28/16
course-v1:Microsoft+DEV209.1x+2T2016,mooc,9/16/15
course-v1:Microsoft+DEV209.1x+3T2016,mooc,3/16/16
course-v1:Microsoft+DEV209.2x+1T2016,mooc,3/16/16
course-v1:Microsoft+DEV209.2x+1T2017,mooc,6/28/16
course-v1:Microsoft+DEV209.2x+3T2015,mooc,9/24/15
course-v1:Microsoft+DEV209.3x+1T2016,mooc,1/20/16
course-v1:Microsoft+DEV209.3x+1T2017,mooc,6/28/16
course-v1:Microsoft+DEV209.3x+3T2015,mooc,9/24/15
course-v1:Microsoft+DEV210.2x+3T2016,mooc,11/1/16
course-v1:Microsoft+DEV210x+1T2016,mooc,1/5/16
course-v1:Microsoft+DEV210x+1T2017,mooc,1/5/17
course-v1:Microsoft+DEV210x+2T2016,mooc,2/26/16
course-v1:Microsoft+DEV210x+3T2015,mooc,9/30/15
course-v1:Microsoft+DEV211.1x+1T2016,mooc,2/25/16
course-v1:Microsoft+DEV211.1x+1T2017,mooc,12/15/16
course-v1:Microsoft+DEV212x+2T2016,mooc,4/19/16
course-v1:Microsoft+DEV212x+3T2016,mooc,6/15/16
course-v1:Microsoft+DEV212x+4T2016,mooc,11/8/16
course-v1:Microsoft+DEV213.1x+2T2016,mooc,5/16/16
course-v1:Microsoft+DEV213.2x+2T2016,mooc,6/16/16
course-v1:Microsoft+DEV215x+1T2016,mooc,3/29/16
course-v1:Microsoft+DEV215x+1T2017,mooc,1/11/17
course-v1:Microsoft+DEV216x+2T2016,mooc,6/15/16
course-v1:Microsoft+DEV217x+3T2016,mooc,8/1/16
course-v1:Microsoft+DEV218x+3T2016,mooc,8/26/16
course-v1:Microsoft+DEV220x+3T2016,mooc,10/4/16
course-v1:Microsoft+DEV221x+3T2016,mooc,10/4/16
course-v1:Microsoft+DEV222x+3T2016,mooc,12/5/16
course-v1:Microsoft+DEV233x+3T2016,mooc,10/26/16
course-v1:Microsoft+DEV234x+1T2017,mooc,1/5/17
course-v1:Microsoft+DIS50.1x+1T2016,mooc,8/3/15
course-v1:Microsoft+DIS50.2+3T2015,mooc,11/30/15
course-v1:Microsoft+DIS50.3x+2T2016,mooc,4/8/16
course-v1:Microsoft+DIS50x+3T2016,mooc,11/23/16
course-v1:Microsoft+INF1002x+2T2016,mooc,12/9/15
course-v1:Microsoft+INF1002x+3T2015,mooc,8/25/15
course-v1:Microsoft+INF201.12x+1T2016,mooc,9/3/15
course-v1:Microsoft+INF201.12x+3T2015,mooc,10/29/15
course-v1:Microsoft+INF201.13x+1T2016,mooc,9/3/15
course-v1:Microsoft+INF201.13x+3T2015,mooc,10/29/15
course-v1:Microsoft+INF201.21x+3T2015,mooc,10/29/15
course-v1:Microsoft+INF201.22x+3T2015,mooc,10/29/15
course-v1:Microsoft+INF201.31x+3T2015,mooc,12/21/15
course-v1:Microsoft+INF201.32x+3T2015,mooc,12/21/15
course-v1:Microsoft+INF201.51x+1T2016,mooc,2/12/16
course-v1:Microsoft+INF201x+2015_T2,mooc,3/10/15
course-v1:Microsoft+INF201x+2015_T4,mooc,5/27/15
course-v1:Microsoft+INF202x+3T2015,mooc,8/25/15
course-v1:Microsoft+INF203x+1T2016,mooc,2/19/16
course-v1:Microsoft+INF203x+3T2016,mooc,9/22/16
course-v1:Microsoft+INF204x+2T2016,mooc,6/10/16
course-v1:Microsoft+INF204x+3T2016,mooc,10/27/16
course-v1:Microsoft+INF205x+3T2016,mooc,9/23/16
course-v1:Microsoft+INF206x+3T2017,mooc,10/27/16
course-v1:Microsoft+INF500.01x+2T2016,mooc,5/26/16
course-v1:Microsoft+INF500.02x+2T2016,mooc,5/26/16
course-v1:Microsoft+INF500.03x+2T2016,mooc,5/26/16
course-v1:Microsoft+INF500.04x+2T2016,mooc,5/26/16
course-v1:Microsoft+INF500.05x+2T2016,mooc,5/26/16
course-v1:Microsoft+POSH200x+3T2016,mooc,8/30/16
course-v1:MITProfessionalX+ENX_Fake+3T2016,mooc,
course-v1:MITx+0.111x+2T2015,mooc,4/3/15
course-v1:MITx+10.03x_2+3T2015,mooc,9/17/15
course-v1:MITx+10.03x_3+2T2016,mooc,4/20/16
course-v1:MITx+10.03x+2T2015,mooc,5/8/15
course-v1:MITx+11.126x_2+1T2016,mooc,3/14/16
course-v1:MITx+11.127x_2+3T2016,mooc,3/14/16
course-v1:MITx+11.127x+1T2015,mooc,1/23/15
course-v1:MITx+11.132x_2+1T2016,mooc,12/28/15
course-v1:MITx+11.132x_3+1T2017,mooc,11/17/16
course-v1:MITx+11.133x_2+2T2016,mooc,3/23/16
course-v1:MITx+11.133x+2T2015,mooc,6/9/15
course-v1:MITx+11.154x+1T2017,mooc,10/7/16
course-v1:MITx+11.155x+1T2017,mooc,10/7/16
course-v1:MITx+11.405x_2+1T2017,mooc,1/10/17
course-v1:MITx+11.405x+1T2016,mooc,2/22/16
course-v1:MITx+12.340x_2+1T2016,mooc,12/10/15
course-v1:MITx+14.100x+1T2017,mooc,12/4/16
course-v1:MITx+14.100x+3T2016,mooc,7/15/16
course-v1:MITx+14.310x+1T2017,mooc,12/4/16
course-v1:MITx+14.310x+3T2016,mooc,7/5/16
course-v1:MITx+14.73x_1+1T2016,mooc,12/28/15
course-v1:MITx+14.73x+1T2017,mooc,12/4/16
course-v1:MITx+14.73x+3T2016,mooc,7/5/16
course-v1:MITx+14.740x+1T2017,mooc,12/4/16
course-v1:MITx+14.740x+3T2016,mooc,7/5/16
course-v1:MITx+14.74x+3T2015,mooc,7/20/15
course-v1:MITx+15.053x+3T2016,mooc,7/7/16
course-v1:MITx+15.071x_2a+2T2015,mooc,5/13/15
course-v1:MITx+15.071x_3+1T2016,mooc,2/23/16
course-v1:MITx+15.390.1x_1_TUR+1T2015,mooc,3/31/15
course-v1:MITx+15.390.1x_1+1T2015,mooc,3/31/15
course-v1:MITx+15.390.1x_2_TUR+2T2016,mooc,6/15/16
course-v1:MITx+15.390.1x_CHI+1T2016,mooc,1/25/16
course-v1:MITx+15.390.1x_SPA_1+2T2016,mooc,6/15/16
course-v1:MITx+15.390.1x_SPA+1T1015,mooc,4/13/15
course-v1:MITx+15.390.1x+3T2015,mooc,4/21/16
course-v1:MITx+15.390.2x_1_TUR+2T2015,mooc,4/30/15
course-v1:MITx+15.390.2x_1+2T2015,mooc,4/29/15
course-v1:MITx+15.390.2x_CHI+1T2016,mooc,1/25/16
course-v1:MITx+15.390.2x_SPA_1+2T2016,mooc,6/15/16
course-v1:MITx+15.390.2x_SPA+2T2015,mooc,4/30/15
course-v1:MITx+15.390.2x_TUR_1+2T2016,mooc,6/15/16
course-v1:MITx+15.390.2x+3T2015,mooc,4/21/16
course-v1:MITx+15.662x_2+1T2016,mooc,2/5/16
course-v1:MITx+15.662x+1T2015,mooc,2/11/15
course-v1:MITx+15.671.0x+2T2016,mooc,7/8/16
course-v1:MITx+15.671.1x+3T2016,mooc,6/15/16
course-v1:MITx+15.671x+3T2015,mooc,6/17/15
course-v1:MITx+16.00x+3T2016,mooc,7/5/16
course-v1:MITx+16.101x_2+3T2015,mooc,7/21/15
course-v1:MITx+16.110x_2+1T2016,mooc,9/30/15
course-v1:MITx+18.031x+1T2017,mooc,11/9/16
course-v1:MITx+2.008x+3T2016,mooc,9/9/16
course-v1:MITx+2.01x_3+2T2016,mooc,5/9/16
course-v1:MITx+20.305x_2+1T2017,mooc,12/19/16
course-v1:MITx+20.305x+3T2015,mooc,8/21/15
course-v1:MITx+21W.789.1x+1T2016,mooc,1/11/16
course-v1:MITx+21W.789.2x+1T2016,mooc,1/11/16
course-v1:MITx+21W.789.3x+1T2016,mooc,1/11/16
course-v1:MITx+21W.789.4x+1T2016,mooc,1/11/16
course-v1:MITx+21W.789.5x+2T2016,mooc,1/11/16
course-v1:MITx+21W.789x_4+1T2017,mooc,12/22/16
course-v1:MITx+24.00x+2T2016,mooc,7/11/16
course-v1:MITx+24.09x+3T2015,mooc,9/16/15
course-v1:MITx+24.118x+2T2015,mooc,5/8/15
course-v1:MITx+3.032.1x_1+3T2016,mooc,6/24/16
course-v1:MITx+3.032.1x+3T2015,mooc,8/7/15
course-v1:MITx+3.032.2x_1+3T2016,mooc,6/24/16
course-v1:MITx+3.032.2x+3T2015,mooc,8/7/15
course-v1:MITx+3.032.3x_1+3T2016,mooc,6/24/16
course-v1:MITx+3.032.3x+3T2015,mooc,8/7/15
course-v1:MITx+3.054.1x_2+1T2017,mooc,12/9/16
course-v1:MITx+3.054.1x+1T2016,mooc,11/30/15
course-v1:MITx+3.054.2x_2+1T2017,mooc,12/9/16
course-v1:MITx+3.054.2x+1T2016,mooc,11/30/15
course-v1:MITx+3.054.3x_2+1T2017,mooc,12/9/16
course-v1:MITx+3.054.3x+2T2016,mooc,12/2/15
course-v1:MITx+3.086x+2T2016,mooc,7/5/16
course-v1:MITx+3.091x_4+1T2015,mooc,2/2/15
course-v1:MITx+3.091x_5+3T2015,mooc,8/11/15
course-v1:MITx+3.091x+3T2016,mooc,6/16/16
course-v1:MITx+3.15.1x+2T2016,mooc,3/22/16
course-v1:MITx+3.15.2x+2T2016,mooc,3/22/16
course-v1:MITx+3.15.3x+2T2016,mooc,3/22/16
course-v1:MITx+3.15x+1T2015,mooc,1/29/15
course-v1:MITx+4.605x_3+3T2015,mooc,7/29/15
course-v1:MITx+4.605x_4+3T2016,mooc,6/30/16
course-v1:MITx+6.00.1x_11+1T2017,mooc,11/4/16
course-v1:MITx+6.00.1x_6+2T2015,mooc,4/13/15
course-v1:MITx+6.00.1x_7+3T2015,mooc,7/21/15
course-v1:MITx+6.00.1x_8+1T2016,mooc,10/29/15
course-v1:MITx+6.00.1x_9+2T2016,mooc,4/11/16
course-v1:MITx+6.00.1x+2T2016,mooc,6/22/16
course-v1:MITx+6.00.2x_3+1T2015,mooc,1/8/15
course-v1:MITx+6.00.2x_4+3T2015,mooc,8/28/15
course-v1:MITx+6.00.2x_5+1T2016,mooc,1/19/16
course-v1:MITx+6.00.2x_6+3T2016,mooc,8/16/16
course-v1:MITx+6.00.2x_7+1T2017,mooc,12/21/16
course-v1:MITx+6.002.1x_1+2T2016,mooc,6/8/16
course-v1:MITx+6.002.2x_1+2T2016,mooc,6/8/16
course-v1:MITx+6.002.3x_1+2T2016,mooc,6/8/16
course-v1:MITx+6.002.Ax+3T2015,mooc,9/23/15
course-v1:MITx+6.002.Bx+3T2015,mooc,9/24/15
course-v1:MITx+6.002.Cx+3T2015,mooc,9/23/15
course-v1:MITx+6.002x_6x+1T2015,mooc,1/6/15
course-v1:MITx+6.004.1x_2+3T2015,mooc,8/11/15
course-v1:MITx+6.004.1x_3+3T2016,mooc,8/17/16
course-v1:MITx+6.004.2x_2+3T2016,mooc,8/17/16
course-v1:MITx+6.004.2x+3T2015,mooc,10/2/15
course-v1:MITx+6.004.3x_2+1T2017,mooc,8/17/16
course-v1:MITx+6.004.3x+2T2016,mooc,5/4/16
course-v1:MITx+6.005.1x+3T2016,mooc,5/27/16
course-v1:MITx+6.005.2x+1T2017,mooc,5/27/16
course-v1:MITx+6.008.1x+3T2016,mooc,7/13/16
course-v1:MITx+6.041x_3+2T2016,mooc,12/10/15
course-v1:MITx+6.041x_4+1T2017,mooc,12/9/16
course-v1:MITx+6.302.0x+1T2016,mooc,12/11/15
course-v1:MITx+6.302.0x+2T2016,mooc,7/7/16
course-v1:MITx+6.302.1x+2T2016,mooc,7/15/16
course-v1:MITx+6.341x_1+3T2015,mooc,5/14/15
course-v1:MITx+6.341x_2+2T2016,mooc,8/25/16
course-v1:MITx+6.832x_2+3T2015,mooc,9/30/15
course-v1:MITx+7.00x_3+2T2015,mooc,5/1/15
course-v1:MITx+7.00x_4+2T2016,mooc,8/1/16
course-v1:MITx+7.00x_5+3T2016,mooc,10/26/16
course-v1:MITx+7.28.1x_1+2T2015,mooc,7/10/15
course-v1:MITx+7.28.1x_2+2T2016,mooc,5/5/16
course-v1:MITx+7.28.1x+1T2017,mooc,1/20/17
course-v1:MITx+7.28.2x_1+2T2016,mooc,5/5/16
course-v1:MITx+7.28.2x+3T2015,mooc,8/19/15
course-v1:MITx+7.28.3x+3T2016,mooc,11/12/16
course-v1:MITx+7.QBWx_3+1T2016,mooc,1/20/16
course-v1:MITx+7.QBWx_4+3T2016,mooc,10/4/16
course-v1:MITx+8.01.1x+3T2016,mooc,8/31/16
course-v1:MITx+8.01.2x+3T2016,mooc,9/23/16
course-v1:MITx+8.01.3x+1T2017,mooc,9/22/16
course-v1:MITx+8.05.1x+1T2016,mooc,1/7/16
course-v1:MITx+8.05.2x+1T2016,mooc,1/7/16
course-v1:MITx+8.05.3x+1T2016,mooc,1/4/16
course-v1:MITx+8.05x_1+3T2015,mooc,5/14/15
course-v1:MITx+8.371x+3T2016,mooc,8/15/16
course-v1:MITx+8.421.1x+3T2015,mooc,8/21/15
course-v1:MITx+8.421.2x+3T2015,mooc,9/3/15
course-v1:MITx+8.421.3x+3T2015,mooc,9/3/15
course-v1:MITx+8.421.4x+3T2015,mooc,9/3/15
course-v1:MITx+8.421.5x+1T2016,mooc,9/3/15
course-v1:MITx+8.422.1x+1T2017,mooc,1/23/17
course-v1:MITx+8.MechCx_2+1T2016,mooc,11/24/15
course-v1:MITx+8.MechCx_2+2T2015,mooc,5/8/15
course-v1:MITx+Bootcamp0+3T2016,mooc,12/9/16
course-v1:MITx+Bootcamp1+1T2017,mooc,12/21/16
course-v1:MITx+Bootcamp2+1T2017,mooc,12/21/16
course-v1:MITx+Bootcamp3+3T2016,mooc,12/21/16
course-v1:MITx+CTL.SC0x_2+1T2017,mooc,12/5/16
course-v1:MITx+CTL.SC0x+3T2016,mooc,3/11/16
course-v1:MITx+CTL.SC1x_1+2T2015,mooc,4/17/15
course-v1:MITx+CTL.SC1x_2+1T2016,mooc,10/7/15
course-v1:MITx+CTL.SC1x_3+1T2017,mooc,9/20/16
course-v1:MITx+CTL.SC2x_2+2T2016,mooc,3/9/16
course-v1:MITx+CTL.SC2x_3+1T2017,mooc,9/20/16
course-v1:MITx+CTL.SC2x+3T2015,mooc,8/18/15
course-v1:MITx+CTL.SC3x+2T2016,mooc,10/7/15
course-v1:MITx+CTL.SC3x+2T2017,mooc,9/20/16
course-v1:MITx+CTL.SC4x+1T2017,mooc,3/11/16
course-v1:MITx+ENx+2016_3T,mooc,9/2/16
course-v1:MITx+HST.936x+1T2017,mooc,12/29/16
course-v1:MITx+JPAL101SPAx+1T2015,mooc,3/17/15
course-v1:MITx+JPAL101x_3+1T2015,mooc,2/19/15
course-v1:MITx+JPAL101x_4+3T2015,mooc,9/14/15
course-v1:MITx+JPAL101x_5+2T2016,mooc,3/18/16
course-v1:MITx+JPAL101x_6+3T2016,mooc,8/15/16
course-v1:MITx+JPAL102x+1T2017,mooc,12/4/16
course-v1:MITx+JPAL350x+3T2016,mooc,9/8/16
course-v1:MITx+Launch.x_2+2T2016,mooc,5/13/16
course-v1:MITx+Launch.x_3+1T2017,mooc,11/9/16
course-v1:MITx+Launch.x+1T2016,mooc,12/22/15
course-v1:MITx+StartX+2016_T1,mooc,11/23/15
course-v1:MITx+StartX+2T2016,mooc,6/2/16
course-v1:MITx+uINOV8x_1+2T2016,mooc,6/15/16
course-v1:MITx+uINOV8x_TUR_1+2T2016,mooc,6/15/16
course-v1:MITx+uINOV8x_TUR+3T2015,mooc,12/2/15
course-v1:MITx+uINOV8x+2T2015,mooc,4/7/15
course-v1:MongoDBx+M101x+2T2016,mooc,6/2/16
course-v1:MongoDBx+M101x+3T2015,mooc,10/27/15
course-v1:NewcastleX+MTN101x+1T2017,mooc,1/24/17
course-v1:NewcastleX+NHI101x+3T2016,mooc,8/23/16
course-v1:NotreDameX+ARC110.1x+1T2015,mooc,12/23/15
course-v1:NotreDameX+DS101x+1T2017,mooc,1/3/17
course-v1:NotreDameX+TH120.2x+3T2015,mooc,7/28/15
course-v1:NYIF+ETFM2016.1x+2T2016,mooc,5/12/16
course-v1:NYIF+ETFM2016x+2T2016,mooc,5/20/16
course-v1:NYIF+MA1.1x+3T2015,mooc,6/30/15
course-v1:NYIF+MA1.2x+3T2015,mooc,6/30/15
course-v1:NYIF+MA1.3x+3T2015,mooc,6/30/15
course-v1:NYIF+MA1.4x+3T2015,mooc,6/30/15
course-v1:NYIF+MA1.5x+3T2015,mooc,6/30/15
course-v1:NYIF+MA1.6x+2015T3,mooc,7/22/15
course-v1:NYIF+RMPC1.1x+1T2016,mooc,3/16/16
course-v1:NYIF+RMPC1.2x+1T2016,mooc,3/16/16
course-v1:NYIF+RMPC1.3x+2T2016,mooc,3/16/16
course-v1:NYIF+RMPC1.4x+2T2016,mooc,3/16/16
course-v1:NYIF+RMPC1.5x+2T2016,mooc,3/16/16
course-v1:NYIF+RMPC1.6x+2T2016,mooc,3/16/16
course-v1:NYIF+YCA2015.1.2x+2015_Q2,mooc,5/6/15
course-v1:NYIF+YCA2015.1.2x+2016,mooc,3/24/16
course-v1:NYIF+YCA2015.1x+2015T3,mooc,5/7/15
course-v1:OECx+2T2015+2T2015,mooc,4/27/15
course-v1:OECx+B1156+1T2015,mooc,1/26/15
course-v1:OECx+E2601+2015_T2,mooc,1/26/15
course-v1:OECx+PH242x+3T2015,mooc,4/3/15
course-v1:OECx+RADIO101x+2T2015,mooc,4/21/15
course-v1:OECx+TESS101x+2015_T3,mooc,10/2/15
course-v1:OECx+TESS101x+2T2015,mooc,1/30/15
course-v1:OECx+TESS101x+3T2016,mooc,10/27/16
course-v1:OsakaUx+CNR101x+1T2016,mooc,11/20/15
course-v1:OsakaUx+MED101x+1T2016,mooc,11/23/15
course-v1:OsakaUx+MED101x+3T2016,mooc,10/19/16
course-v1:OxfordX+OXBSG01x+1T2017,mooc,11/14/16
course-v1:Peking+01139732x+3T2015,mooc,9/8/15
course-v1:Peking+18000301x+1T2016,mooc,2/5/16
course-v1:Peking+18000301x+3T2015,mooc,9/10/15
course-v1:PekingX+00330280x+2015T1,mooc,2/11/15
course-v1:PekingX+01034040x+2015T3,mooc,9/16/15
course-v1:PekingX+01139732x+3T2016,mooc,9/27/16
course-v1:PekingX+01233170x+2015T1,mooc,2/26/15
course-v1:PekingX+01719840x+2015T3,mooc,9/10/15
course-v1:PekingX+02132750x+2015T1,mooc,2/11/15
course-v1:PekingX+02132750x+2015T3,mooc,9/9/15
course-v1:PekingX+02530090x+1T2016,mooc,3/11/16
course-v1:PekingX+02530090x+3T2016,mooc,9/22/16
course-v1:PekingX+02534010+1T2016,mooc,4/28/16
course-v1:PekingX+02534010x+3T2016,mooc,9/1/16
course-v1:PekingX+03530190x+3T2016,mooc,11/9/16
course-v1:PekingX+03530370x+2015T1,mooc,2/25/15
course-v1:PekingX+04830260x+3T2015,mooc,9/16/15
course-v1:PekingX+04830340x+2015T3,mooc,10/28/15
course-v1:PekingX+04831750.1x+2015T1,mooc,2/13/15
course-v1:PekingX+04831750.2x+2015T2,mooc,2/13/15
course-v1:PekingX+04833050X+1T2016,mooc,4/30/16
course-v1:PekingX+04833050x+1T2016,mooc,4/30/16
course-v1:PekingX+18000201X+2015T2,mooc,2/25/15
course-v1:PekingX+20000001x+1T2016,mooc,2/25/16
course-v1:PekingX+20000001x+2015T1,mooc,2/11/15
course-v1:PekingX+20000001x+2015T3,mooc,9/8/15
course-v1:PekingX+20000002x+2015T3,mooc,9/9/15
course-v1:PekingX+20000003x+3T2016,mooc,9/28/16
course-v1:PekingX+61030020x+3T2016,mooc,10/17/16
course-v1:PekingX+NCEPU001x+3T2016,mooc,8/26/16
course-v1:PennX+HollywoodX+1T2016,mooc,1/15/16
course-v1:PennX+IPLAW1x+1T2016,mooc,11/9/15
course-v1:PennX+IPLAW2x+1T2016,mooc,11/9/15
course-v1:PennX+Katz1.1x+2T2016,mooc,4/21/16
course-v1:PennX+LIMBx+3T2015,mooc,9/17/15
course-v1:PennX+Top10X+3T2016,mooc,11/11/16
course-v1:PennX+Trends1x+3T2015,mooc,10/7/15
course-v1:PennX+UCI1x+3T2016,mooc,9/16/16
course-v1:PerkinsX+INC1.1+1T2017,mooc,12/15/16
course-v1:PerkinsX+INC1.1+3T2016,mooc,9/14/16
course-v1:PrincetonX+CaseStudies101x+3T2015,mooc,10/22/15
course-v1:PrincetonX+CEE262.1x+1T2016,mooc,9/23/15
course-v1:PrincetonX+HIS201x+3T2016,mooc,6/23/16
course-v1:PrincetonX+MGW+1T2017,mooc,1/10/17
course-v1:PrincetonX+MGW+3T2015,mooc,9/23/15
course-v1:PurdueX+416.1x+1T2017,mooc,1/20/17
course-v1:PurdueX+416.1x+3T2016,mooc,8/16/16
course-v1:PurdueX+416.2x+1T2017,mooc,1/20/17
course-v1:PurdueX+416.2x+3T2016,mooc,8/17/16
course-v1:PurdueX+AmGov101x+1T2017,mooc,9/26/16
course-v1:PurdueX+CS180.1x+3T2016,mooc,6/9/16
course-v1:PurdueX+CS180.2x+3T2016,mooc,9/8/16
course-v1:PurdueX+CS180.3x+1T2017,mooc,9/8/16
course-v1:PurdueX+CS180.4x+1T2017,mooc,9/8/16
course-v1:PurdueX+FINANCEx+2016_T1,mooc,6/30/15
course-v1:PurdueX+nano521x+2015_T3,mooc,7/28/15
course-v1:PurdueX+nano525x+2015_T3,mooc,7/20/15
course-v1:PurdueX+nano530x+T12016,mooc,9/14/15
course-v1:PurdueX+nano535x+2016_T1,mooc,11/3/15
course-v1:PurdueX+nano540x+3T2016,mooc,5/26/16
course-v1:PurdueX+nano545x+1T2017,mooc,10/27/16
course-v1:PurdueX+PN-15.2+2015_3T,mooc,6/5/15
course-v1:PurdueX+PN-16.1+2T2016,mooc,7/15/16
course-v1:PurdueX+PN-17.1+1T2017,mooc,10/31/16
course-v1:PurdueX+PN-17.2+1T2017,mooc,10/31/16
course-v1:PurdueX+PN-17.3+1T2017,mooc,10/31/16
course-v1:RiceX+AdvBIO.1x+2015T3,mooc,8/11/15
course-v1:RiceX+AdvBio.2x+2015T3,mooc,9/10/15
course-v1:RiceX+AdvBIO.3x+2016T1,mooc,9/10/15
course-v1:RiceX+AdvBIO.4x+2016T1,mooc,9/11/15
course-v1:RiceX+AdvBIO.5x+2016T1,mooc,9/9/15
course-v1:RiceX+AdvCAL.1x+2015_T3,mooc,10/16/15
course-v1:RiceX+AdvCalcAB.2x+2016_T1,mooc,11/4/15
course-v1:RiceX+AdvENSCI.1x+2015T3,mooc,8/18/15
course-v1:RiceX+AdvENVSCI.2x+2015T3,mooc,8/13/15
course-v1:RiceX+AdvENVSCI.3x+2016T1,mooc,8/13/15
course-v1:RiceX+AdvENVSCI.4x+2016T1,mooc,8/13/15
course-v1:RiceX+AdvPHY1.1x+2015_T3,mooc,11/4/15
course-v1:RiceX+AdvPHY1.1x+3T2015,mooc,7/27/15
course-v1:RiceX+AdvPHY1.2x+3T2015,mooc,7/27/15
course-v1:RiceX+AdvPHY1.3x+1T2016,mooc,7/27/15
course-v1:RiceX+AdvPHY1.4x+1T2016,mooc,7/27/15
course-v1:RICEx+AdvPHY1x+2T2016,mooc,9/8/16
course-v1:RiceX+AdvPHY2.1x+2015T3,mooc,8/18/15
course-v1:RiceX+AdvPHY2.2x+2015T3,mooc,9/10/15
course-v1:RiceX+AdvPHY2.3x+2016T1,mooc,9/10/15
course-v1:RiceX+AdvPHY2.4x+2016T1,mooc,9/10/15
course-v1:RiceX+BIOC300.1x+2016_T1,mooc,12/23/15
course-v1:RiceX+BIOC300.1x+3T2015,mooc,7/20/15
course-v1:RiceX+BIOC300.2x+2016_T1,mooc,12/23/15
course-v1:RiceX+BIOC300.2x+2T2015,mooc,7/20/15
course-v1:RiceX+BIOC372.1x+2015T2,mooc,8/4/15
course-v1:RiceX+BIOC372.2x+2015T2,mooc,9/3/15
course-v1:RiceX+BIOC372.3x+1T2017,mooc,12/1/16
course-v1:RiceX+MedDigX_+2015T2,mooc,2/24/15
course-v1:RiceX+PHYS102.1x+3T2016,mooc,8/10/16
course-v1:RiceX+PHYS102.2x+3T2016,mooc,12/20/16
course-v1:RITx+CYBER501x+1T2017,mooc,12/6/16
course-v1:RITx+CYBER502x+2T2017,mooc,12/6/16
course-v1:RITx+CYBER503x+2T2017,mooc,12/6/16
course-v1:RITx+CYBER504x+3T2017,mooc,12/6/16
course-v1:RITx+CYBER525x+3T2017,mooc,12/6/16
course-v1:RITx+GAME101x+3T2016,mooc,6/30/16
course-v1:RITx+GAME102x+1T2017,mooc,6/30/16
course-v1:RITx+GAME103x+2T2017,mooc,6/30/16
course-v1:RITx+GAME104x+2T2017,mooc,6/30/16
course-v1:RITx+GAME105x+3T2017,mooc,6/30/16
course-v1:RITx+PM9001x+1T2017,mooc,9/20/16
course-v1:RITx+PM9002x+1T2017,mooc,9/20/16
course-v1:RITx+PM9003x+2T2017,mooc,9/20/16
course-v1:RWTHx+CA101+3T2016,mooc,8/23/16
course-v1:RWTHx+VC101x+1T2016,mooc,11/6/15
course-v1:RWTHx+VC101x+1T2017,mooc,12/22/16
course-v1:SaveALifeX+ACLS101x+3T2015,mooc,12/1/15
course-v1:SaveALifeX+BLS101x+3T2015,mooc,12/1/15
course-v1:SaveALifeX+CPR101x+3T2015,mooc,12/1/15
course-v1:SaveALifeX+PALS101x+3T2015,mooc,12/1/15
course-v1:SchoolYourself+AlgebraX+2T2016,mooc,5/16/16
course-v1:SchoolYourself+GeometryX+2T2016,mooc,5/16/16
course-v1:SMES+ASLCx+2T2015,mooc,6/4/15
course-v1:SMES+COL101x+2T2015,mooc,6/18/15
course-v1:SMES+PSYCH101x+2T2015,mooc,4/13/15
course-v1:SmithsonianX+ED1.1x+2015_T3,mooc,3/3/15
course-v1:SmithsonianX+ED1.1x+2T2016,mooc,6/15/16
course-v1:SmithsonianX+ED1.1x+3T2016,mooc,9/27/16
course-v1:SmithsonianX+POPX1.1x+2015_T2,mooc,2/3/15
course-v1:SmithsonianX+POPX1.2x+2015_T2,mooc,6/8/15
course-v1:SmithsonianX+POPX1.3x+2016_T1,mooc,1/27/16
course-v1:SmithsonianX+POPX1.4x+2T2016,mooc,4/27/16
course-v1:SmithsonianX+POPX1.5x+3T2016,mooc,9/13/16
course-v1:SmithsonianX+USHIS1.1x+2015_T2,mooc,3/3/15
course-v1:SmithsonianX+USHIS1.2x+2016_T1,mooc,1/8/16
