course_run_key,reporting_type,announcement
course-v1:DartmouthX+DART.MUS.01X+2015_T3,mooc,7/2/15
course-v1:DartmouthX+DART.MUS.01X+3T2016,mooc,6/21/16
course-v1:DartmouthX+DART.MUS.02X+2T2017,mooc,10/24/16
course-v1:DavidsonNext+Cal_APBCx+3T2016,mooc,8/11/16
course-v1:DavidsonNext+Cal_APccx+2T2015,mooc,7/1/15
course-v1:DavidsonNext+Cal_APccx+2T2016,mooc,8/12/16
course-v1:DavidsonNext+Mac_APccx+2T2015,mooc,7/1/15
course-v1:DavidsonNext+Mac_APccx+2T2016,mooc,8/9/16
course-v1:DavidsonNext+Mac_APfull+1T2016,mooc,3/1/16
course-v1:DavidsonNext+Mac_APfull+2T2016,mooc,8/9/16
course-v1:DavidsonNext+Phy_APccx+2T2015,mooc,7/1/15
course-v1:DavidsonNext+Phy_APccx+2T2016,mooc,8/2/16
course-v1:DavidsonNext+Phy2_APccx+2T2016,mooc,8/2/16
course-v1:DavidsonNext+TwD_APccx+2T2015,mooc,7/29/15
course-v1:DavidsonX+D001x+1T2016,mooc,2/8/16
course-v1:DavidsonX+D001x+3T2015,mooc,7/27/15
course-v1:DavidsonX+D004x+3T2015,mooc,5/7/15
course-v1:DavidsonX+DavNowX_Voting+3T2016,mooc,10/26/16
course-v1:DavidsonX+MedGen101x+3T2016,mooc,12/6/16
course-v1:DelftWageningenX+AMS.URB.1x+1T2016,mooc,8/12/15
course-v1:DelftWageningenX+AMS.URB.1x+1T2017,mooc,1/23/17
course-v1:DelftX+AdvCRM1x+3T2015,mooc,9/25/15
course-v1:DelftX+AE1110x+2T2015,mooc,5/1/15
course-v1:DelftX+AE1110x+3T2016,mooc,6/23/16
course-v1:DelftX+AEASM513x+3T2016,mooc,7/25/16
course-v1:DelftX+BMI.1x+3T2016,mooc,9/21/16
course-v1:DelftX+BMI.2x+1T2017,mooc,9/21/16
course-v1:DelftX+BMI.3x+1T2017,mooc,9/21/16
course-v1:DelftX+BMI.4x+2T2017,mooc,9/21/16
course-v1:DelftX+BMI.5x+3T2017,mooc,9/21/16
course-v1:DelftX+BwN101x+1T2016,mooc,10/22/15
course-v1:DelftX+BwN101x+1T2017,mooc,6/28/16
course-v1:DelftX+Calc001x+2T2016,mooc,4/4/16
course-v1:DelftX+Calc001x+3T2016,mooc,10/17/16
course-v1:DelftX+CalcSP01x+3T2015,mooc,11/24/15
course-v1:Delftx+CircularX+1T2016,mooc,1/16/16
course-v1:Delftx+CircularX+1T2017,mooc,1/9/17
course-v1:Delftx+CircularX+3T2015,mooc,6/12/15
course-v1:Delftx+CircularX+3T2016,mooc,9/26/16
course-v1:Delftx+CTB3300WCx+2015_T3,mooc,6/9/15
course-v1:Delftx+CTB3300WCx+3T2016,mooc,3/21/16
course-v1:DelftX+CTB3365DWx+1T2016,mooc,7/24/15
course-v1:DelftX+CTB3365DWx+1T2017,mooc,1/10/17
course-v1:DelftX+CTB3365DWx+3T2016,mooc,7/13/16
course-v1:DelftX+CTB3365STx+1T2016,mooc,7/24/15
course-v1:DelftX+CTB3365STx+3T2016,mooc,7/13/16
course-v1:DelftX+DDA691x+3T2015,mooc,6/12/15
course-v1:DelftX+DDA691x+3T2016,mooc,5/2/16
course-v1:DelftX+DDA691x+4T2016,mooc,9/16/16
course-v1:DelftX+DPB001x+3T2016,mooc,5/9/16
course-v1:DelftX+EIT001x+3T2016,mooc,10/27/16
course-v1:DelftX+EnergyX+2T2016,mooc,6/3/16
course-v1:DelftX+ET3034x+2T2016,mooc,3/21/16
course-v1:DelftX+ET3034x+3T2015,mooc,4/22/15
course-v1:DelftX+EX101x+1T2016,mooc,12/23/15
course-v1:DelftX+EX101x+3T2015,mooc,6/19/15
course-v1:DelftX+EX101x+3T2016,mooc,10/17/16
course-v1:DelftX+EX102+1T2016,mooc,12/23/15
course-v1:DelftX+EX102+1T2017,mooc,10/17/16
course-v1:DelftX+EX102+2T2016,mooc,6/20/16
course-v1:DelftX+EX103x+1T2017,mooc,10/17/16
course-v1:DelftX+EX103x+2T2016,mooc,12/23/15
course-v1:DelftX+FP101x+3T2015,mooc,7/1/15
course-v1:DelftX+Frame101x+1T2016,mooc,11/20/15
course-v1:DelftX+GEO101x+1T2016,mooc,12/17/15
course-v1:DelftX+IDEMC.1x+2T2016,mooc,3/23/16
course-v1:DelftX+IDEMC.2x+3T2016,mooc,6/24/16
course-v1:DelftX+LfE101x+1T2016,mooc,9/28/15
course-v1:DelftX+LfE101x+3T2016,mooc,7/18/16
course-v1:DelftX+MED01x+1T2017,mooc,11/18/16
course-v1:DelftX+MEP101x+3T2016,mooc,5/25/16
course-v1:DelftX+NGIx+3T2015,mooc,8/20/15
course-v1:DelftX+NGIx+3T2016,mooc,7/6/16
course-v1:DelftX+NUCLEAR01x+3T2016,mooc,5/11/16
course-v1:DelftX+OG101x+1T2016,mooc,11/13/15
course-v1:DelftX+OG101x+2T2017,mooc,9/29/16
course-v1:DelftX+OT.1x+3T2016,mooc,5/9/16
course-v1:DelftX+ProLfE101x+2T2017,mooc,12/27/16
course-v1:DelftX+RCUC101x+1T2017,mooc,1/9/17
course-v1:DelftX+RI101x+1T2016,mooc,11/20/15
course-v1:DelftX+ScratchX+2T2016,mooc,6/7/16
course-v1:DelftX+ScratchX+3T2016,mooc,9/5/16
course-v1:DelftX+Secon101x+3T2016,mooc,8/17/16
course-v1:DelftX+TBP01x+3T2015,mooc,3/30/15
course-v1:DelftX+TBP01x+3T2016,mooc,3/15/16
course-v1:DelftX+TOPOCMx+1T2016,mooc,10/8/15
course-v1:DelftX+TP101x+1T2017,mooc,12/13/16
course-v1:DelftX+TP101x+3T2015,mooc,3/30/15
course-v1:DelftX+TP101x+3T2016,mooc,3/4/16
course-v1:DelftX+TP102x+3T2016,mooc,11/16/16
course-v1:DelftX+TPM1x+1T2017,mooc,1/18/17
course-v1:DelftX+TPM1x+2T2015,mooc,5/6/15
course-v1:DelftX+TPM1x+2T2016,mooc,5/31/16
course-v1:DelftX+TW3421x+1T2016,mooc,12/10/15
course-v1:DelftX+TW3421x+3T2016,mooc,9/12/16
course-v1:DelftX+TXT1x+3T2015,mooc,6/15/15
course-v1:DelftX+UrbanismX+1T2017,mooc,1/11/17
course-v1:DelftX+Visual101x+1T2016,mooc,12/15/15
course-v1:DelftX+Visual101x+2T2016,mooc,6/17/16
course-v1:DelftX+Visual101x+3T2017,mooc,1/25/17
course-v1:EdinburghX+COOPSx+2T2016,mooc,10/21/16
course-v1:EdinburghX+MKTG101x+2T2016,mooc,2/4/16
course-v1:EdinburghX+STATSx+3T2016,mooc,10/18/16
course-v1:edX+GFADemox+3T2015,mooc,
course-v1:EPFLx+Algebre2X+4T2015,mooc,9/17/15
course-v1:EPFLx+Algebre2X+T1_2016,mooc,1/20/16
course-v1:EPFLx+Algebre3X+4T2015,mooc,9/22/15
course-v1:EPFLx+Algebre3X+T1_2016,mooc,1/25/16
course-v1:EPFLx+AlgebreX+4T2015,mooc,7/7/15
course-v1:EPFLx+AlgebreX+T1_2016,mooc,1/19/16
course-v1:EPFLx+BrainX+3T2015,mooc,4/29/15
course-v1:EPFLx+BrainX+T1_2016,mooc,12/21/15
course-v1:EPFLx+EE-100Bx+T1_2016,mooc,1/20/16
course-v1:EPFLx+EE-100Bx+T32015,mooc,9/8/15
course-v1:EPFLx+EE-102B.1x+T12016,mooc,9/28/15
course-v1:EPFLx+EE585x+1T2017,mooc,1/9/17
course-v1:EPFLx+EE585x+2016_T1,mooc,9/17/15
course-v1:EPFLx+Electroni2X+2017_T1,mooc,1/9/17
course-v1:EPFLx+ElectroniX+3T2015,mooc,6/16/15
course-v1:EPFLx+ElectroniX+3T2016,mooc,6/9/16
course-v1:EPFLx+EspaceX+3T2016,mooc,4/4/16
course-v1:EPFLx+FndBioImg2x+3T2016,mooc,8/29/16
course-v1:EPFLx+FndBioImgx+3T2016,mooc,8/29/16
course-v1:EPFLx+HousingX+2016_T1,mooc,
course-v1:EPFLx+MatlabeOctaveBeginnersX+1T2017,mooc,10/4/16
course-v1:EPFLx+matlaboctaveX+2T2016,mooc,7/25/16
course-v1:EPFLx+matlaboctaveX+T1_2016,mooc,9/30/15
course-v1:EPFLx+memsX+2016_T4,mooc,8/10/16
course-v1:EPFLx+MF201x+1T2015,mooc,1/20/15
course-v1:EPFLx+MF201x+T1_2016,mooc,11/13/15
course-v1:EPFLx+NiC1.0x+3T2016,mooc,8/10/16
course-v1:EPFLx+NMR101x+2015_T3,mooc,6/2/15
course-v1:EPFLx+NMR101x+2016_T1,mooc,12/21/15
course-v1:EPFLx+PHYS-209x+3T2015,mooc,4/23/15
course-v1:EPFLx+PHYS-209x+3T2016,mooc,1/13/17
course-v1:EPFLx+PHYS-209x+T1_2016,mooc,12/21/15
course-v1:EPFLx+PlasmaApplicationX+3T2016,mooc,8/23/16
course-v1:EPFLx+PlasmaIntroductionX+3T2016,mooc,8/23/16
course-v1:EPFLx+PlasmaX+2T2015,mooc,3/16/15
course-v1:EPFLx+PlasmaX+T12016,mooc,11/1/15
course-v1:EPFLx+SpaceX+3T2015,mooc,5/12/15
course-v1:EPFLx+SpaceX+T3_2016,mooc,2/8/16
course-v1:EPFLx+Tech4DRR+2016_T3,mooc,9/7/16
course-v1:EPFLx+TrigoExpX+1T2015,mooc,2/12/15
course-v1:EPFLx+TrigoExpX+2T2015,mooc,4/21/15
course-v1:EPFLx+TrigoExpX+4T2015,mooc,11/12/15
course-v1:ETHx+AMRx+1T2015,mooc,6/5/15
course-v1:ETHx+AMRx+2T2016,mooc,6/6/16
course-v1:ETHx+ASD.1x+2016_T1,mooc,8/3/16
course-v1:ETHx+CAMS-II-x+3T2015,mooc,8/21/15
course-v1:ETHx+CAMS.2x+3T2015,mooc,8/21/15
course-v1:ETHx+ETHx-FC-03x+1T2017,mooc,1/26/17
course-v1:ETHx+ETHx-FC-03x+3T2016,mooc,4/29/16
course-v1:ETHx+FC-01x+2016_T2,mooc,3/4/16
course-v1:ETHx+FC-01x+2T2015,mooc,2/3/15
course-v1:ETHx+FC-02x+2T2015,mooc,7/6/15
course-v1:ETHx+FC-02x+2T2016,mooc,6/13/16
course-v1:ETHx+FC-02x+T1_2016,mooc,1/5/16
course-v1:ETSx+TOEFLx+1T2017,mooc,10/18/16
course-v1:ETSx+TOEFLx+2T2016,mooc,4/11/16
course-v1:ETSx+TOEFLx+3T2016,mooc,7/25/16
course-v1:FullbridgeX+Career1x+3T2015,mooc,10/27/15
course-v1:FullbridgeX+Career1x+3T2016,mooc,11/3/16
course-v1:FullbridgeX+Career2x+3T2015,mooc,10/27/15
course-v1:FullbridgeX+Career2x+3T2016,mooc,11/3/16
course-v1:FullbridgeX+Career3x+1T2016,mooc,10/27/15
course-v1:FullbridgeX+Career3x+3T2016,mooc,11/3/16
course-v1:FullbridgeX+Career4x+1T2016,mooc,10/27/15
course-v1:FullbridgeX+Career4x+3T2016,mooc,11/3/16
course-v1:FullbridgeX+Career5x+1T2016,mooc,10/27/15
course-v1:FullbridgeX+Career5x+3T2016,mooc,11/3/16
course-v1:GalileoX+CAAD001X+1T2017,mooc,9/20/16
course-v1:GalileoX+CAAD002X+1T2017,mooc,9/20/16
course-v1:GalileoX+CAAD003X+2T2017,mooc,9/20/16
course-v1:GalileoX+CAAD004X+2T2017,mooc,9/20/16
course-v1:GalileoX+CAAD005X+2T2017,mooc,9/20/16
course-v1:GalileoX+CET001X+3T2016,mooc,9/20/16
course-v1:GalileoX+CET002X+1T2017,mooc,9/20/16
course-v1:GalileoX+CET003X+1T2017,mooc,9/20/16
course-v1:GalileoX+CET004X+2T2017,mooc,9/20/16
course-v1:GalileoX+CMath001Rx+3T2016,mooc,11/11/16
course-v1:GalileoX+CMath001x+2T2016,mooc,11/4/15
course-v1:GalileoX+CNeg001Rx+3T2016,mooc,10/3/16
course-v1:GalileoX+CNeg001x+2T2016,mooc,11/3/15
course-v1:GalileoX+CTec001x+2T2016,mooc,11/4/15
course-v1:GeorgetownX+BIOX-201-01x+1T2017,mooc,12/1/16
course-v1:GeorgetownX+GBEX-650-01x+3T2016,mooc,9/29/16
course-v1:GeorgetownX+GUIX-501-02x+2015_3T,mooc,7/31/15
course-v1:GeorgetownX+GUIX-501-03x+3T2016,mooc,9/28/16
course-v1:GeorgetownX+GUIX-501-04x+3T2016,mooc,9/28/16
course-v1:GeorgetownX+HUMX-423-02x+1T2017,mooc,
course-v1:GeorgetownX+HUMX421-02x+1T2016,mooc,2/12/16
course-v1:GeorgetownX+HUMX422-01x+3T2016,mooc,8/10/16
course-v1:GeorgetownX+MEDX202-01+2015_3T,mooc,4/24/15
course-v1:GeorgetownX+NFX523-03x+2016_T1,mooc,12/30/15
course-v1:GeorgetownX+PHLX101-02x+1T2015,mooc,10/31/14
course-v1:GeorgetownX+PHLX101-03x+2T2016,mooc,3/1/16
course-v1:GeorgetownX+PHYX152x+2016_T1,mooc,2/2/16
course-v1:GTx+CS1301x+1T2017,mooc,10/31/16
course-v1:GTx+ICT100x+1T2016,mooc,1/25/16
course-v1:HamiltonX+Music160x+2016_T1,mooc,10/2/15
course-v1:HamiltonX+Music160x+3T2016,mooc,6/1/16
course-v1:HamiltonX+PHIL108x+3T2016,mooc,6/13/16
course-v1:HarvardX+1368.1x+2T2016,mooc,9/2/15
course-v1:HarvardX+1368.2x+2T2016,mooc,9/2/15
course-v1:HarvardX+1368.3x+2T2016,mooc,9/2/15
course-v1:HarvardX+1368.4x+2T2016,mooc,9/2/15
course-v1:HarvardX+AmPoX.5+2T2015,mooc,3/17/15
course-v1:HarvardX+AmPoX.6+2T2016,mooc,12/22/15
course-v1:HarvardX+BUS5.1x+3T2015,mooc,3/20/15
course-v1:HarvardX+CS50+AP,mooc,8/22/16
course-v1:HarvardX+CS50+X,mooc,2/17/16
course-v1:HarvardX+EMC2x+2T2016,mooc,1/22/16
course-v1:HarvardX+ENGSCI137x+2T2016,mooc,3/22/16
course-v1:HarvardX+ER22.1x+2015T3,mooc,7/31/15
course-v1:HarvardX+GSD1x+1T2017,mooc,12/9/16
course-v1:HarvardX+GSE2x+1T2016,mooc,12/10/15
course-v1:HarvardX+GSE3x+2T2016,mooc,4/21/16
course-v1:HarvardX+GSE4x+2T2016,mooc,5/27/16
course-v1:HarvardX+HDS3221.1x+1T2016,mooc,2/8/16
course-v1:HarvardX+HDS3221.2x+1T2016,mooc,2/8/16
course-v1:HarvardX+HDS3221.3x+2T2016,mooc,2/8/16
course-v1:HarvardX+HDS3221.4x+2T2016,mooc,2/8/16
course-v1:HarvardX+HDS3221.5x+2T2016,mooc,2/8/16
course-v1:HarvardX+HDS3221.6x+2T2016,mooc,2/8/16
course-v1:HarvardX+HHP100+1T2017,mooc,11/22/16
course-v1:HarvardX+HKS101A+2015T3,mooc,6/30/15
course-v1:Harvardx+HLS2X+1T2017,mooc,12/21/16
course-v1:Harvardx+HLS2X+2T2016,mooc,3/18/16
course-v1:Harvardx+HLS2X+3T2016,mooc,10/20/16
course-v1:Harvardx+HLS2X+T12016,mooc,8/31/15
course-v1:HarvardX+HLS3x+3T2016,mooc,8/12/16
course-v1:HarvardX+HLS4X+3T2016,mooc,6/24/16
course-v1:HarvardX+HUM1.1x+3T2015,mooc,7/7/15
course-v1:HarvardX+HUM1.2x+3T2015,mooc,4/16/15
course-v1:HarvardX+HUM1.3x+3T2015,mooc,7/7/15
course-v1:HarvardX+HUM1.4x+3T2015,mooc,7/9/15
course-v1:HarvardX+HUM1.5x+3T2015,mooc,7/9/15
course-v1:HarvardX+HUM1.6x+3T2015,mooc,7/9/15
course-v1:HarvardX+HUM1.7x+3T2015,mooc,7/8/15
course-v1:HarvardX+HUM1.8x+3T2015,mooc,7/1/15
course-v1:HarvardX+HUM1.9x+3T2015,mooc,7/1/15
course-v1:HarvardX+HUM12x+1T2017,mooc,12/28/16
course-v1:HarvardX+HUM12x+3T2016,mooc,7/29/16
course-v1:HarvardX+HUM2x+2015T3,mooc,8/4/15
course-v1:HarvardX+HUM2x+2016,mooc,11/13/15
course-v1:HarvardX+HUM2x+2T_2017,mooc,12/7/16
course-v1:HarvardX+HUM2x+2T2016,mooc,7/6/16
course-v1:HarvardX+Hum3.1x+1T2016,mooc,8/23/16
course-v1:HarvardX+MCB63X+3T2015,mooc,4/2/15
course-v1:HarvardX+MCB64.1x+2T2016,mooc,3/10/16
course-v1:HarvardX+MCB80.1x+2T2016,mooc,4/19/16
course-v1:HarvardX+MCB80.2x+2T2016,mooc,4/19/16
course-v1:HarvardX+MCB80.3x+2T2016,mooc,4/19/16
course-v1:HarvardX+MCB80.3x+3T2015,mooc,7/23/15
course-v1:HarvardX+MUS24.1x+2T2016,mooc,3/11/16
course-v1:HarvardX+MUS24.2x+1T2016,mooc,9/21/15
course-v1:HarvardX+MUS24.3x+1T2016,mooc,12/21/15
course-v1:HarvardX+MUS24.4x+1T2016,mooc,6/22/16
course-v1:HarvardX+MUS24.5x+1T2016,mooc,9/21/16
course-v1:HarvardX+PH231x+1T2016,mooc,12/3/15
course-v1:HarvardX+PH231x+1T2017,mooc,11/3/16
course-v1:HarvardX+PH525.1x+2T2016,mooc,5/2/16
course-v1:HarvardX+PH525.1x+3T-2015,mooc,9/25/15
course-v1:HarvardX+PH525.2x+2T2016,mooc,5/2/16
course-v1:HarvardX+PH525.2x+3T-2015,mooc,9/28/15
course-v1:HarvardX+PH525.3x+2T2016,mooc,5/2/16
course-v1:HarvardX+PH525.3x+3T-2015,mooc,9/28/15
course-v1:HarvardX+PH525.4x+2T2016,mooc,5/2/16
course-v1:HarvardX+PH525.4x+3T2015,mooc,9/28/15
course-v1:HarvardX+PH525.5x+2T2016,mooc,5/2/16
course-v1:HarvardX+PH525.5x+3T2015,mooc,9/29/15
course-v1:HarvardX+PH525.6x+3T2106,mooc,9/29/15
course-v1:HarvardX+PH525.7x+3T2015,mooc,9/28/15
course-v1:HarvardX+PH526x+3T2016,mooc,9/12/16
course-v1:HarvardX+PH556+1T2017,mooc,11/18/16
course-v1:HarvardX+PH556+2015T3,mooc,11/11/15
course-v1:HarvardX+PH557+3T2015,mooc,10/21/15
course-v1:HarvardX+PH558x+2T2016,mooc,6/6/16
course-v1:HarvardX+SOC1.jsx+2016,mooc,9/6/16
course-v1:HarvardX+SPU27x+1T2017,mooc,11/4/16
course-v1:HarvardX+SPU27x+2015_Q2,mooc,2/25/15
course-v1:HarvardX+SPU30x+2T2016,mooc,8/20/15
course-v1:HarvardX+SPU30x+3T2016,mooc,8/30/16
course-v1:HarvardX+SW12.10x+2015,mooc,11/20/15
course-v1:HarvardX+SW12.10x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.1x+2015,mooc,10/27/15
course-v1:HarvardX+SW12.1x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.2x+2015,mooc,10/27/15
course-v1:HarvardX+SW12.2x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.3x+2015,mooc,10/27/15
course-v1:HarvardX+SW12.3x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.4x+2015,mooc,10/27/15
course-v1:HarvardX+SW12.4x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.5x+2015,mooc,10/27/15
course-v1:HarvardX+SW12.5x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.6x+2015,mooc,11/20/15
course-v1:HarvardX+SW12.6x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.7x+2015,mooc,11/20/15
course-v1:HarvardX+SW12.7x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.8x+2015,mooc,11/20/15
course-v1:HarvardX+SW12.8x+2016,mooc,3/16/16
course-v1:HarvardX+SW12.9x+2015,mooc,11/20/15
course-v1:HarvardX+SW12.9x+2016,mooc,3/16/16
course-v1:HarvardX+SW25x.1+2015,mooc,9/14/15
course-v1:HarvardX+SW47x+2T2017,mooc,12/22/16
course-v1:HarvardX+USW30x+1T2016,mooc,5/7/15
course-v1:HarveyMuddX+CS002x+2T2015,mooc,4/21/15
course-v1:HarveyMuddX+CS002x+2T2016,mooc,2/4/16
course-v1:HarveyMuddX+CS005x+2T2016,mooc,2/4/16
course-v1:HarveyMuddX+PHYS024.2x+1T2015,mooc,1/14/15
course-v1:HarveyMuddX+PHYS024.3x+1T2015,mooc,1/14/15
course-v1:HKPolyUx+ANA101x+2T2015,mooc,5/29/15
course-v1:HKPolyUx+ANA101x+2T2016,mooc,12/28/15
course-v1:HKPolyUx+EWA.1.2x+3T2015,mooc,7/10/15
course-v1:HKPolyUx+EWA.1x+3T2015,mooc,7/20/15
course-v1:HKPolyUx+EWA1.1x+2T2016,mooc,12/30/15
course-v1:HKPolyUx+EWA1.1x+3T2016,mooc,6/27/16
course-v1:HKPolyUx+EWA1.2x+2T2016,mooc,1/5/16
course-v1:HKPolyUx+EWA1.2x+3T2016,mooc,6/27/16
course-v1:HKPolyUx+HTM533x+3T2017,mooc,9/20/16
course-v1:HKPolyUx+HTM534x+2T2017,mooc,9/20/16
course-v1:HKPolyUx+HTM540x+1T2017,mooc,9/20/16
course-v1:HKPolyUx+HTM541x+1T2017,mooc,9/20/16
course-v1:HKPolyUx+ISE101x+1T2016,mooc,11/18/15
course-v1:HKPolyUx+ISE101x+1T2017,mooc,12/22/16
course-v1:HKPolyUx+ISE101x+2T2015,mooc,5/18/15
course-v1:HKPolyUx+ISE101x+3T2016,mooc,6/2/16
course-v1:HKPolyUX+SHTM001x+2T2016,mooc,12/18/15
course-v1:HKUSTx+COMP102.1x+2T2015,mooc,3/19/15
course-v1:HKUSTx+COMP102.1x+2T2016,mooc,5/26/16
course-v1:HKUSTx+COMP102.1x+3T2016,mooc,10/18/16
course-v1:HKUSTx+COMP102.1x+4T2015,mooc,6/26/15
course-v1:HKUSTx+COMP102.2x+1T2016,mooc,12/30/15
course-v1:HKUSTx+COMP102.2x+2T2016,mooc,6/1/16
course-v1:HKUSTx+COMP102.2x+3T2016,mooc,10/18/16
course-v1:HKUSTx+COMP102.2x+4T2015,mooc,4/10/15
course-v1:HKUSTx+COMP107x+1T2016,mooc,12/30/15
course-v1:HKUSTx+COMP107x+2016_T1,mooc,6/24/15
course-v1:HKUSTx+COMP107x+3T2016,mooc,11/14/16
course-v1:HKUSTx+EBA101x+1T2016,mooc,9/29/15
course-v1:HKUSTx+EBA101x+3T2016,mooc,8/15/16
course-v1:HKUSTx+EBA102x+1T2016,mooc,9/29/15
course-v1:HKUSTx+EBA102x+3T2016,mooc,8/15/16
course-v1:HKUSTx+ELEC1200.1x+1T2017,mooc,12/20/16
course-v1:HKUSTx+ELEC1200.1x+3T2015,mooc,3/27/15
course-v1:HKUSTx+ELEC1200.1x+3T2016,mooc,8/12/16
course-v1:HKUSTx+ELEC1200.2x+1T2017,mooc,12/20/16
course-v1:HKUSTx+ELEC1200.2x+3T2016,mooc,8/12/16
course-v1:HKUSTx+ELEC1200.2x+4T2015,mooc,3/27/15
course-v1:HKUSTx+ELEC1200.3x+1T2016,mooc,3/27/15
course-v1:HKUSTx+ELEC1200.3x+1T2017,mooc,8/12/16
course-v1:HKUSTx+ELEC1200.3x+2T2017,mooc,12/20/16
course-v1:HKUx+HKU01x+3T2015,mooc,2/6/15
course-v1:HKUx+HKU02.2x+2T2016,mooc,5/3/16
course-v1:HKUx+HKU03x+2T2016,mooc,3/16/16
course-v1:HKUx+HKU04x+1T2016,mooc,11/3/15
course-v1:HKUx+HKU05.1x+3T2016,mooc,10/7/16
course-v1:HKUx+HKU06.1x+1T2017,mooc,10/17/16
course-v1:IDBx+IDB_LSC101x+2015_T4,mooc,8/26/15
course-v1:IDBx+IDB10x+2015_T4,mooc,9/30/15
course-v1:IDBx+IDB10x+3T2016,mooc,9/13/16
course-v1:IDBx+IDB12x+1T2017,mooc,1/5/17
course-v1:IDBx+IDB12x+2016_T2,mooc,5/12/16
course-v1:IDBx+IDB13.1x+3T2016,mooc,9/1/16
course-v1:IDBx+IDB13x+2T2016,mooc,5/3/16
course-v1:IDBx+IDB1x+2015_3T,mooc,3/16/15
course-v1:IDBx+IDB1x+2016_T2,mooc,3/23/16
course-v1:IDBx+IDB2x_2+1T2017,mooc,12/29/16
course-v1:IDBx+IDB2x_2+2T2016,mooc,5/18/16
course-v1:IDBx+IDB3x+1T2017,mooc,12/20/16
course-v1:IDBx+IDB3x+2015_T3,mooc,8/24/15
course-v1:IDBx+IDB3x+2016_T2,mooc,3/28/16
course-v1:IDBx+IDB4.1x+2015_T4,mooc,10/14/15
course-v1:IDBx+IDB4.1x+2016_T1,mooc,8/4/16
course-v1:IDBx+IDB4x+2016_T1,mooc,8/4/16
course-v1:IDBx+IDB5.1x+3T2016,mooc,7/25/16
course-v1:IDBx+IDB5x+1T2017,mooc,1/6/17
course-v1:IDBx+IDB5x+2016_T3,mooc,3/3/16
course-v1:IDBx+IDB6.1x+1T2017,mooc,11/28/16
course-v1:IDBx+IDB6.1x+2016_T2,mooc,4/1/16
course-v1:IDBx+IDB6.3x+3T2016,mooc,7/22/16
course-v1:IDBx+IDB6x+1T2017,mooc,1/24/17
course-v1:IDBx+IDB6x+2015_T2,mooc,4/14/15
course-v1:IDBx+IDB6x+2016_T1,mooc,1/28/16
course-v1:IDBx+IDB6x+3T2016,mooc,8/1/16
course-v1:IDBx+IDB7x+2015_T1,mooc,5/1/15
course-v1:IDBx+IDB7x+2T2016,mooc,5/4/16
course-v1:IDBx+IDB7x+2T2017,mooc,1/25/17
course-v1:IDBx+IDB8.1x+2015_T4,mooc,10/29/15
course-v1:IDBx+IDB8x+2015_T3,mooc,5/29/15
course-v1:IDBx+IDB8x+2015_T4,mooc,8/26/15
course-v1:IDBx+IDB8x+2T2016,mooc,4/15/16
course-v1:IDBx+IDB9x+2015_T2,mooc,5/15/15
course-v1:IDBx+IDB9x+2T2016,mooc,7/20/16
course-v1:IEEEx+ATG1.x+1T2016,mooc,3/18/16
course-v1:IEEEx+ATG1.x+2015_T3,mooc,11/6/15
course-v1:IEEEx+BioMed01x+2016T2,mooc,5/26/16
course-v1:IEEEx+BioMed01x+3T2016,mooc,8/9/16
course-v1:IEEEx+CloudIntro.x+2015_T4,mooc,9/4/15
course-v1:IEEEx+CloudIntro.x+2015T2,mooc,3/17/15
course-v1:IEEEx+CloudIntro.x+2T2016,mooc,4/11/16
course-v1:IEEEx+CS01+2T2016,mooc,1/20/17
course-v1:IEEEx+IEEEStuff.x+T1_2017,mooc,11/16/16
course-v1:IEEEx+IntroData.x+2016_T3,mooc,4/15/16
course-v1:IEEEx+MCExam01x+2015_T3,mooc,11/5/15
course-v1:IEEEx+MGT_MDW+2015_T4,mooc,9/18/15
course-v1:IEEEx+MGT_MDW+3T2016,mooc,7/6/16
course-v1:IEEEx+MTX.1x+2015Q3,mooc,1/30/15
course-v1:IEEEx+NESC01x+3T2016,mooc,10/20/16
course-v1:IEEEx+RTSIx+1T2016,mooc,3/18/16
course-v1:IEEEx+RTSIx+2015_T3,mooc,11/6/15
course-v1:IEEEx+SCHC.x+3T2016,mooc,6/15/16
course-v1:IEEEx+SmartGrid.x+2016_T2,mooc,5/31/16
course-v1:IEEEx+SmartGrid01.x+3T2016,mooc,9/8/16
course-v1:IEEEx+SmartGrid02.x+3T2016,mooc,9/1/16
course-v1:IEEEx+Standards01.x+2016_T1,mooc,2/8/16
course-v1:IEEEx+Standards01.x+3T2016,mooc,7/26/16
course-v1:IEEEx+Storage101x+2016_T2,mooc,2/19/16
course-v1:IEEEx+SysBio1x+2016_T1,mooc,1/10/16
course-v1:IEEEx+SysBio1x+3T2016,mooc,8/16/16
course-v1:IEEEx+TOGAF.x+1T2017,mooc,11/22/16
course-v1:IEEEx+TOGAF.x+2T2016,mooc,5/31/16
course-v1:IIMBx+AC101.1x+1T2016,mooc,1/27/16
